filename,width,height,class,xmin,ymin,xmax,ymax
00001115.jpg,1024,1024,pickup,455,602,496,621
00001115.jpg,1024,1024,tractor,484,659,523,693
00000990.jpg,1024,1024,car,169,38,187,80
00000990.jpg,1024,1024,car,652,670,668,707
00000667.jpg,1024,1024,car,293,934,332,951
00001208.jpg,1024,1024,pickup,668,548,719,574
00000512.jpg,1024,1024,pickup,321,367,349,417
00000512.jpg,1024,1024,car,256,263,299,281
00001076.jpg,1024,1024,camping car,876,204,911,281
00001076.jpg,1024,1024,car,891,369,914,411
00001076.jpg,1024,1024,pickup,753,483,804,505
00001076.jpg,1024,1024,camping car,806,484,854,516
00000726.jpg,1024,1024,van,469,312,489,355
00000726.jpg,1024,1024,truck,422,260,449,319
00000726.jpg,1024,1024,pickup,324,323,349,381
00000726.jpg,1024,1024,truck,399,527,487,553
00000726.jpg,1024,1024,car,950,999,990,1015
00000049.jpg,1024,1024,car,233,111,272,147
00000049.jpg,1024,1024,car,192,159,228,194
00000049.jpg,1024,1024,pickup,217,330,259,364
00000049.jpg,1024,1024,car,336,344,370,376
00000049.jpg,1024,1024,car,684,50,720,82
00000049.jpg,1024,1024,pickup,692,173,732,214
00000049.jpg,1024,1024,car,670,628,708,667
00000049.jpg,1024,1024,car,783,639,818,677
00000049.jpg,1024,1024,pickup,703,704,748,734
00000049.jpg,1024,1024,camping car,534,555,567,606
00000049.jpg,1024,1024,pickup,552,652,578,695
00000049.jpg,1024,1024,van,505,650,534,696
00000049.jpg,1024,1024,camping car,271,543,300,602
00000049.jpg,1024,1024,pickup,241,651,266,693
00000049.jpg,1024,1024,pickup,187,874,203,915
00000464.jpg,1024,1024,van,132,346,165,380
00000464.jpg,1024,1024,pickup,53,421,92,463
00000959.jpg,1024,1024,car,694,537,733,554
00000959.jpg,1024,1024,pickup,688,556,735,581
00001119.jpg,1024,1024,car,119,598,156,637
00000757.jpg,1024,1024,other,336,28,407,103
00000535.jpg,1024,1024,boat,485,379,525,454
00001262.jpg,1024,1024,pickup,723,847,749,905
00001262.jpg,1024,1024,camping car,723,810,744,849
00001262.jpg,1024,1024,camping car,714,715,745,796
00001262.jpg,1024,1024,pickup,711,575,731,620
00001262.jpg,1024,1024,car,706,493,729,533
00001262.jpg,1024,1024,tractor,673,228,698,260
00001262.jpg,1024,1024,tractor,175,349,217,373
00001262.jpg,1024,1024,car,304,732,343,750
00000774.jpg,1024,1024,other,483,340,528,432
00000879.jpg,1024,1024,car,407,884,453,925
00000332.jpg,1024,1024,van,271,796,308,833
00000332.jpg,1024,1024,car,116,645,152,677
00000332.jpg,1024,1024,car,289,774,324,806
00000332.jpg,1024,1024,pickup,163,617,205,654
00001062.jpg,1024,1024,pickup,553,18,580,75
00000639.jpg,1024,1024,pickup,701,378,747,422
00000639.jpg,1024,1024,pickup,674,585,694,633
00000815.jpg,1024,1024,car,944,271,970,313
00000815.jpg,1024,1024,car,888,188,907,230
00000815.jpg,1024,1024,car,880,621,896,652
00000604.jpg,1024,1024,truck,379,740,427,806
00000725.jpg,1024,1024,car,181,213,224,229
00000725.jpg,1024,1024,car,186,256,230,273
00001228.jpg,1024,1024,other,386,279,408,319
00001110.jpg,1024,1024,truck,833,570,973,607
00001110.jpg,1024,1024,pickup,871,684,922,702
00001146.jpg,1024,1024,tractor,216,542,261,570
00000295.jpg,1024,1024,camping car,507,200,532,250
00000295.jpg,1024,1024,pickup,738,210,774,259
00000295.jpg,1024,1024,camping car,721,370,773,401
00000295.jpg,1024,1024,camping car,550,180,625,211
00000988.jpg,1024,1024,tractor,283,889,318,912
00000988.jpg,1024,1024,pickup,132,881,181,904
00000988.jpg,1024,1024,camping car,169,877,228,902
00000988.jpg,1024,1024,pickup,83,968,104,1017
00000988.jpg,1024,1024,car,24,805,64,822
00000007.jpg,1024,1024,pickup,88,943,109,981
00000007.jpg,1024,1024,tractor,111,957,134,1001
00000007.jpg,1024,1024,pickup,222,969,244,1010
00000007.jpg,1024,1024,tractor,241,998,266,1024
00000856.jpg,1024,1024,camping car,42,947,100,1017
00000856.jpg,1024,1024,pickup,39,769,81,821
00000856.jpg,1024,1024,pickup,114,800,156,848
00000856.jpg,1024,1024,car,748,592,788,611
00000856.jpg,1024,1024,car,714,543,754,561
00000856.jpg,1024,1024,pickup,761,446,812,480
00001206.jpg,1024,1024,pickup,934,533,990,554
00001206.jpg,1024,1024,camping car,832,392,860,461
00000581.jpg,1024,1024,car,526,624,544,664
00000581.jpg,1024,1024,motorcycle,546,953,559,975
00000749.jpg,1024,1024,car,647,106,689,126
00000749.jpg,1024,1024,car,676,316,695,358
00000749.jpg,1024,1024,car,795,218,820,256
00000749.jpg,1024,1024,car,877,668,920,707
00000749.jpg,1024,1024,pickup,994,2,1024,15
00000367.jpg,1024,1024,car,711,45,729,82
00000367.jpg,1024,1024,car,994,72,1024,110
00000435.jpg,1024,1024,car,725,56,745,103
00001101.jpg,1024,1024,tractor,271,17,311,48
00001092.jpg,1024,1024,truck,176,349,241,373
00001092.jpg,1024,1024,pickup,435,90,473,134
00001092.jpg,1024,1024,tractor,524,97,553,134
00001057.jpg,1024,1024,car,790,985,826,1002
00001028.jpg,1024,1024,pickup,805,433,847,477
00001028.jpg,1024,1024,boat,769,378,820,414
00000194.jpg,1024,1024,pickup,584,755,619,802
00000509.jpg,1024,1024,pickup,77,306,135,338
00000509.jpg,1024,1024,boat,253,768,303,803
00000509.jpg,1024,1024,pickup,112,438,152,491
00000509.jpg,1024,1024,car,159,456,204,484
00000509.jpg,1024,1024,boat,757,785,805,837
00000509.jpg,1024,1024,pickup,724,837,771,880
00000010.jpg,1024,1024,tractor,822,152,864,183
00000010.jpg,1024,1024,tractor,749,71,785,97
00000010.jpg,1024,1024,tractor,907,79,939,103
00000010.jpg,1024,1024,truck,484,199,570,240
00000010.jpg,1024,1024,camping car,459,230,537,264
00000010.jpg,1024,1024,car,650,273,670,294
00000010.jpg,1024,1024,tractor,789,278,812,312
00000010.jpg,1024,1024,tractor,920,332,955,355
00000010.jpg,1024,1024,tractor,902,290,940,312
00000507.jpg,1024,1024,car,640,137,661,180
00000507.jpg,1024,1024,other,332,896,350,929
00001068.jpg,1024,1024,pickup,1,748,47,763
00001068.jpg,1024,1024,car,3,766,40,781
00001068.jpg,1024,1024,car,3,656,39,672
00001068.jpg,1024,1024,tractor,254,524,284,560
00001068.jpg,1024,1024,car,106,812,146,829
00000248.jpg,1024,1024,pickup,36,77,57,132
00000248.jpg,1024,1024,car,246,702,263,744
00000248.jpg,1024,1024,other,858,775,876,809
00000248.jpg,1024,1024,pickup,827,894,879,914
00001240.jpg,1024,1024,pickup,382,794,401,839
00001073.jpg,1024,1024,camping car,907,460,928,504
00001073.jpg,1024,1024,car,861,555,899,571
00000632.jpg,1024,1024,car,520,625,536,664
00000632.jpg,1024,1024,car,409,709,432,744
00000632.jpg,1024,1024,camping car,447,673,467,766
00000478.jpg,1024,1024,car,404,148,429,188
00000478.jpg,1024,1024,car,315,357,335,395
00000478.jpg,1024,1024,pickup,553,253,584,307
00000478.jpg,1024,1024,pickup,603,219,627,268
00000478.jpg,1024,1024,camping car,580,267,614,325
00000478.jpg,1024,1024,pickup,495,493,523,542
00000478.jpg,1024,1024,car,226,670,251,707
00000478.jpg,1024,1024,car,688,402,720,445
00000478.jpg,1024,1024,car,376,931,398,963
00000478.jpg,1024,1024,car,834,932,878,967
00000478.jpg,1024,1024,pickup,691,910,739,941
00000186.jpg,1024,1024,truck,297,406,364,434
00000207.jpg,1024,1024,pickup,846,249,900,272
00000207.jpg,1024,1024,pickup,977,340,996,387
00000706.jpg,1024,1024,car,235,739,279,756
00000759.jpg,1024,1024,truck,25,701,52,764
00000759.jpg,1024,1024,tractor,143,742,200,779
00000759.jpg,1024,1024,truck,176,936,203,1001
00000759.jpg,1024,1024,pickup,340,742,392,763
00000759.jpg,1024,1024,truck,553,665,579,727
00000759.jpg,1024,1024,car,599,639,629,674
00000759.jpg,1024,1024,car,615,597,635,636
00000759.jpg,1024,1024,car,617,538,635,581
00000759.jpg,1024,1024,car,621,487,642,528
00000759.jpg,1024,1024,pickup,623,432,641,470
00000759.jpg,1024,1024,car,623,367,643,404
00000759.jpg,1024,1024,car,625,314,643,350
00000759.jpg,1024,1024,car,445,40,486,57
00000759.jpg,1024,1024,pickup,161,69,205,88
00000628.jpg,1024,1024,other,225,736,332,791
00000718.jpg,1024,1024,pickup,459,88,508,117
00000602.jpg,1024,1024,van,193,135,245,161
00000602.jpg,1024,1024,pickup,237,118,286,149
00000602.jpg,1024,1024,pickup,688,17,731,62
00000602.jpg,1024,1024,car,510,466,547,497
00000602.jpg,1024,1024,car,960,383,985,421
00000847.jpg,1024,1024,car,149,131,183,167
00000847.jpg,1024,1024,van,685,468,725,513
00000847.jpg,1024,1024,pickup,966,812,1009,861
00001106.jpg,1024,1024,tractor,47,15,89,50
00001106.jpg,1024,1024,truck,101,12,164,34
00001106.jpg,1024,1024,car,263,52,308,72
00001106.jpg,1024,1024,car,91,97,127,140
00001106.jpg,1024,1024,car,112,341,152,358
00001106.jpg,1024,1024,van,111,373,163,390
00000128.jpg,1024,1024,car,72,9,90,50
00000661.jpg,1024,1024,pickup,397,584,449,606
00000661.jpg,1024,1024,pickup,510,582,556,601
00000214.jpg,1024,1024,camping car,485,237,552,268
00000214.jpg,1024,1024,pickup,291,930,321,976
00000812.jpg,1024,1024,pickup,96,976,144,994
00000812.jpg,1024,1024,boat,44,974,94,995
00000812.jpg,1024,1024,camping car,70,951,135,975
00000812.jpg,1024,1024,boat,198,895,240,914
00000812.jpg,1024,1024,pickup,194,866,242,885
00000812.jpg,1024,1024,pickup,298,658,315,704
00000812.jpg,1024,1024,pickup,290,541,309,586
00000812.jpg,1024,1024,pickup,318,386,356,421
00000447.jpg,1024,1024,truck,298,578,360,605
00001107.jpg,1024,1024,tractor,286,763,327,785
00001107.jpg,1024,1024,tractor,289,798,326,820
00001107.jpg,1024,1024,pickup,723,596,765,613
00001107.jpg,1024,1024,car,672,600,713,617
00000125.jpg,1024,1024,boat,160,360,183,417
00001198.jpg,1024,1024,truck,289,356,372,379
00001198.jpg,1024,1024,car,164,326,203,344
00001198.jpg,1024,1024,boat,559,918,610,937
00001198.jpg,1024,1024,car,718,486,742,530
00001198.jpg,1024,1024,pickup,662,531,689,585
00001198.jpg,1024,1024,camping car,663,568,690,665
00000339.jpg,1024,1024,car,133,146,169,174
00000339.jpg,1024,1024,car,923,529,961,554
00000339.jpg,1024,1024,pickup,939,570,984,598
00000050.jpg,1024,1024,car,57,332,91,346
00000050.jpg,1024,1024,car,562,6,608,24
00000050.jpg,1024,1024,car,635,185,659,229
00000050.jpg,1024,1024,pickup,743,191,794,210
00000050.jpg,1024,1024,car,754,135,796,155
00000050.jpg,1024,1024,car,551,294,595,313
00000050.jpg,1024,1024,camping car,744,219,804,240
00000050.jpg,1024,1024,camping car,736,279,793,304
00000050.jpg,1024,1024,pickup,363,444,384,497
00000050.jpg,1024,1024,camping car,355,326,381,399
00000401.jpg,1024,1024,pickup,140,513,185,554
00000451.jpg,1024,1024,boat,650,140,684,200
00001015.jpg,1024,1024,tractor,917,511,958,546
00000183.jpg,1024,1024,car,302,516,349,537
00000183.jpg,1024,1024,pickup,278,544,325,576
00000183.jpg,1024,1024,pickup,102,667,146,687
00000183.jpg,1024,1024,car,103,685,154,714
00000183.jpg,1024,1024,car,314,810,328,842
00000183.jpg,1024,1024,car,257,812,273,846
00000183.jpg,1024,1024,car,156,799,181,834
00000183.jpg,1024,1024,car,163,912,185,952
00000183.jpg,1024,1024,pickup,146,987,169,1024
00000183.jpg,1024,1024,other,463,812,502,841
00000183.jpg,1024,1024,car,418,591,441,635
00001138.jpg,1024,1024,truck,175,832,205,876
00000347.jpg,1024,1024,truck,66,764,95,908
00000347.jpg,1024,1024,truck,140,744,167,893
00000957.jpg,1024,1024,car,273,21,311,40
00000957.jpg,1024,1024,pickup,277,43,328,65
00000957.jpg,1024,1024,car,48,121,91,144
00001194.jpg,1024,1024,van,992,53,1011,99
00001194.jpg,1024,1024,pickup,970,58,990,100
00000309.jpg,1024,1024,camping car,989,739,1018,796
00000917.jpg,1024,1024,tractor,351,248,382,283
00001226.jpg,1024,1024,truck,627,689,697,715
00001226.jpg,1024,1024,tractor,556,693,605,727
00001226.jpg,1024,1024,tractor,505,864,527,904
00000210.jpg,1024,1024,van,662,454,683,488
00000210.jpg,1024,1024,pickup,629,459,653,501
00000210.jpg,1024,1024,van,584,593,605,635
00000210.jpg,1024,1024,truck,605,503,640,567
00000210.jpg,1024,1024,camping car,493,567,521,630
00000210.jpg,1024,1024,tractor,15,395,49,423
00000210.jpg,1024,1024,tractor,75,556,132,606
00000210.jpg,1024,1024,tractor,41,659,88,705
00000210.jpg,1024,1024,boat,97,846,114,871
00000210.jpg,1024,1024,other,94,899,122,942
00000210.jpg,1024,1024,other,126,651,146,674
00000210.jpg,1024,1024,truck,237,788,300,809
00000210.jpg,1024,1024,truck,599,876,663,911
00000210.jpg,1024,1024,truck,774,681,821,747
00000210.jpg,1024,1024,car,757,692,776,741
00000210.jpg,1024,1024,pickup,893,493,919,541
00000210.jpg,1024,1024,van,979,316,1024,357
00000210.jpg,1024,1024,boat,964,359,999,405
00000210.jpg,1024,1024,boat,371,573,429,604
00000261.jpg,1024,1024,camping car,618,738,653,796
00000261.jpg,1024,1024,pickup,559,876,577,920
00000261.jpg,1024,1024,pickup,946,174,993,221
00000261.jpg,1024,1024,pickup,990,173,1024,213
00000261.jpg,1024,1024,car,919,275,941,316
00000261.jpg,1024,1024,car,735,273,777,292
00000261.jpg,1024,1024,car,738,99,780,118
00000989.jpg,1024,1024,pickup,962,47,1009,65
00000335.jpg,1024,1024,car,483,707,521,743
00000335.jpg,1024,1024,car,239,531,279,567
00000143.jpg,1024,1024,camping car,339,876,369,921
00000143.jpg,1024,1024,pickup,349,926,372,969
00000143.jpg,1024,1024,van,503,845,543,889
00000143.jpg,1024,1024,camping car,527,758,562,825
00000143.jpg,1024,1024,pickup,508,811,529,848
00000143.jpg,1024,1024,car,980,604,1016,645
00000143.jpg,1024,1024,pickup,962,642,991,682
00000143.jpg,1024,1024,camping car,812,635,862,703
00000143.jpg,1024,1024,car,785,702,812,736
00000831.jpg,1024,1024,car,281,274,310,309
00000831.jpg,1024,1024,car,283,689,306,728
00000831.jpg,1024,1024,camping car,945,366,972,437
00000981.jpg,1024,1024,car,510,363,544,399
00000353.jpg,1024,1024,car,937,88,976,102
00000678.jpg,1024,1024,other,860,762,889,816
00000678.jpg,1024,1024,other,856,845,879,888
00000393.jpg,1024,1024,boat,145,920,210,958
00000393.jpg,1024,1024,boat,500,818,549,837
00000393.jpg,1024,1024,camping car,440,868,491,891
00000821.jpg,1024,1024,car,803,868,837,906
00000700.jpg,1024,1024,car,39,619,81,645
00000700.jpg,1024,1024,car,931,906,976,931
00000090.jpg,1024,1024,car,660,84,689,125
00000090.jpg,1024,1024,boat,678,136,721,187
00000090.jpg,1024,1024,car,839,-11,882,23
00000090.jpg,1024,1024,car,410,200,432,238
00000090.jpg,1024,1024,pickup,-14,532,44,563
00000090.jpg,1024,1024,car,552,876,590,905
00000361.jpg,1024,1024,truck,110,588,182,612
00000361.jpg,1024,1024,pickup,386,591,434,608
00000361.jpg,1024,1024,car,477,595,518,611
00000361.jpg,1024,1024,truck,618,595,678,614
00000361.jpg,1024,1024,pickup,750,594,796,614
00000153.jpg,1024,1024,pickup,57,431,91,480
00000153.jpg,1024,1024,car,27,439,61,478
00000153.jpg,1024,1024,pickup,719,439,763,479
00000153.jpg,1024,1024,truck,712,498,751,547
00001227.jpg,1024,1024,truck,538,131,594,151
00001227.jpg,1024,1024,truck,552,153,618,182
00001227.jpg,1024,1024,pickup,641,290,663,340
00001227.jpg,1024,1024,car,608,382,649,416
00001227.jpg,1024,1024,pickup,609,414,659,452
00001227.jpg,1024,1024,tractor,535,406,565,428
00001227.jpg,1024,1024,pickup,534,949,554,1000
00000351.jpg,1024,1024,car,302,137,342,165
00000351.jpg,1024,1024,car,289,267,324,299
00000832.jpg,1024,1024,car,98,623,135,641
00000484.jpg,1024,1024,plane,393,777,489,840
00000484.jpg,1024,1024,other,752,879,768,908
00000484.jpg,1024,1024,car,725,871,745,916
00000484.jpg,1024,1024,car,689,876,708,921
00000484.jpg,1024,1024,truck,490,262,543,333
00000484.jpg,1024,1024,pickup,568,301,602,344
00000484.jpg,1024,1024,truck,606,290,646,347
00000484.jpg,1024,1024,car,691,310,730,325
00000484.jpg,1024,1024,car,697,262,737,279
00000484.jpg,1024,1024,pickup,983,449,1004,498
00000484.jpg,1024,1024,car,956,329,997,347
00000484.jpg,1024,1024,car,845,289,885,303
00000484.jpg,1024,1024,car,840,218,889,234
00000484.jpg,1024,1024,car,985,143,1023,180
00000484.jpg,1024,1024,pickup,1006,131,1024,174
00000484.jpg,1024,1024,plane,394,514,485,574
00000711.jpg,1024,1024,pickup,317,29,358,43
00000074.jpg,1024,1024,car,533,510,549,549
00000907.jpg,1024,1024,pickup,62,302,109,337
00000279.jpg,1024,1024,pickup,400,703,418,753
00000279.jpg,1024,1024,car,343,721,360,757
00000932.jpg,1024,1024,pickup,110,673,163,692
00000932.jpg,1024,1024,car,38,709,81,726
00000932.jpg,1024,1024,car,24,733,64,751
00000897.jpg,1024,1024,car,161,485,199,510
00000897.jpg,1024,1024,car,289,408,307,446
00000897.jpg,1024,1024,pickup,334,410,357,460
00000897.jpg,1024,1024,car,356,413,376,455
00000244.jpg,1024,1024,camping car,749,488,775,545
00000244.jpg,1024,1024,car,637,495,661,543
00000397.jpg,1024,1024,camping car,634,556,694,623
00000397.jpg,1024,1024,van,600,496,624,543
00000397.jpg,1024,1024,camping car,491,419,538,464
00000397.jpg,1024,1024,boat,648,334,690,373
00000731.jpg,1024,1024,car,300,728,347,746
00001032.jpg,1024,1024,pickup,406,765,457,785
00000394.jpg,1024,1024,pickup,385,424,405,472
00000394.jpg,1024,1024,pickup,174,732,215,749
00000394.jpg,1024,1024,car,205,788,242,804
00000394.jpg,1024,1024,pickup,61,852,107,885
00000394.jpg,1024,1024,pickup,61,919,105,941
00000693.jpg,1024,1024,pickup,72,205,92,252
00000693.jpg,1024,1024,car,117,219,136,258
00000693.jpg,1024,1024,car,207,221,223,260
00000505.jpg,1024,1024,car,201,995,241,1018
00000505.jpg,1024,1024,pickup,243,281,290,315
00000505.jpg,1024,1024,car,476,312,517,340
00000505.jpg,1024,1024,boat,699,203,741,233
00000505.jpg,1024,1024,car,743,176,782,207
00000630.jpg,1024,1024,pickup,48,786,90,832
00000608.jpg,1024,1024,car,894,148,924,182
00000608.jpg,1024,1024,car,792,278,825,313
00000608.jpg,1024,1024,van,532,528,581,571
00000336.jpg,1024,1024,car,581,93,598,130
00000584.jpg,1024,1024,car,808,469,825,509
00000584.jpg,1024,1024,truck,831,482,917,657
00000584.jpg,1024,1024,car,971,78,1015,91
00001258.jpg,1024,1024,pickup,725,297,746,341
00000025.jpg,1024,1024,car,144,688,163,727
00000025.jpg,1024,1024,van,392,681,416,732
00000025.jpg,1024,1024,truck,433,821,507,844
00000025.jpg,1024,1024,truck,477,991,530,1012
00000025.jpg,1024,1024,car,595,762,644,785
00000025.jpg,1024,1024,truck,594,699,648,721
00000025.jpg,1024,1024,van,507,683,525,729
00000025.jpg,1024,1024,camping car,788,76,827,100
00000025.jpg,1024,1024,camping car,787,111,827,134
00000081.jpg,1024,1024,pickup,37,148,70,159
00000081.jpg,1024,1024,car,22,302,59,338
00000081.jpg,1024,1024,pickup,815,33,844,84
00000081.jpg,1024,1024,car,847,40,867,81
00000081.jpg,1024,1024,car,907,69,938,108
00000081.jpg,1024,1024,car,640,201,682,236
00000081.jpg,1024,1024,car,329,532,369,564
00000081.jpg,1024,1024,pickup,248,681,296,702
00000081.jpg,1024,1024,car,69,943,105,984
00000081.jpg,1024,1024,car,147,1007,173,1024
00000912.jpg,1024,1024,car,123,91,148,128
00000912.jpg,1024,1024,car,95,84,123,124
00000912.jpg,1024,1024,pickup,354,6,387,54
00000912.jpg,1024,1024,boat,470,32,515,57
00000912.jpg,1024,1024,boat,445,79,486,140
00000806.jpg,1024,1024,pickup,825,106,879,152
00001203.jpg,1024,1024,pickup,237,332,282,382
00000697.jpg,1024,1024,pickup,475,376,495,411
00000078.jpg,1024,1024,pickup,900,358,947,394
00000078.jpg,1024,1024,pickup,902,399,955,444
00000078.jpg,1024,1024,pickup,947,778,997,796
00000920.jpg,1024,1024,van,797,209,849,244
00000920.jpg,1024,1024,truck,634,203,707,247
00001005.jpg,1024,1024,pickup,477,692,523,714
00000788.jpg,1024,1024,car,75,681,116,701
00000788.jpg,1024,1024,pickup,504,401,546,418
00000788.jpg,1024,1024,car,573,453,590,490
00000713.jpg,1024,1024,car,207,114,225,154
00000713.jpg,1024,1024,car,443,9,484,25
00000713.jpg,1024,1024,boat,439,31,499,59
00000713.jpg,1024,1024,car,461,59,511,79
00000713.jpg,1024,1024,pickup,318,254,339,290
00000415.jpg,1024,1024,other,393,221,483,273
00000415.jpg,1024,1024,other,631,71,718,125
00001043.jpg,1024,1024,other,248,429,290,455
00000951.jpg,1024,1024,car,843,689,861,729
00000494.jpg,1024,1024,van,144,716,183,760
00000494.jpg,1024,1024,car,180,740,204,778
00000237.jpg,1024,1024,pickup,61,183,81,232
00000237.jpg,1024,1024,car,32,197,49,231
00000237.jpg,1024,1024,car,121,222,145,266
00000534.jpg,1024,1024,boat,920,634,972,699
00000817.jpg,1024,1024,pickup,648,495,665,540
00000817.jpg,1024,1024,car,671,683,686,719
00000817.jpg,1024,1024,car,657,833,675,870
00000817.jpg,1024,1024,truck,850,736,888,935
00000817.jpg,1024,1024,truck,904,453,948,637
00000817.jpg,1024,1024,pickup,721,253,741,309
00000817.jpg,1024,1024,car,898,287,925,333
00000817.jpg,1024,1024,pickup,922,18,943,67
00000443.jpg,1024,1024,other,854,855,893,908
00000859.jpg,1024,1024,pickup,517,165,567,208
00000859.jpg,1024,1024,car,454,384,505,403
00000859.jpg,1024,1024,pickup,142,863,171,914
00000795.jpg,1024,1024,tractor,984,18,1007,56
00000434.jpg,1024,1024,boat,685,302,709,336
00000434.jpg,1024,1024,car,623,370,646,415
00000434.jpg,1024,1024,pickup,577,383,597,431
00000434.jpg,1024,1024,pickup,482,285,528,302
00001080.jpg,1024,1024,pickup,424,160,449,207
00001080.jpg,1024,1024,truck,294,65,321,116
00001080.jpg,1024,1024,camping car,639,368,694,407
00001080.jpg,1024,1024,car,685,394,735,428
00001080.jpg,1024,1024,pickup,726,290,764,309
00001080.jpg,1024,1024,camping car,504,429,551,444
00000475.jpg,1024,1024,camping car,168,19,199,87
00000475.jpg,1024,1024,boat,276,26,297,65
00000475.jpg,1024,1024,car,358,249,374,285
00000475.jpg,1024,1024,pickup,327,562,371,578
00000496.jpg,1024,1024,boat,959,865,1011,891
00001118.jpg,1024,1024,pickup,745,643,794,685
00001118.jpg,1024,1024,car,948,846,984,885
00000360.jpg,1024,1024,car,77,62,95,103
00000360.jpg,1024,1024,car,440,15,481,59
00000360.jpg,1024,1024,car,405,306,451,345
00000360.jpg,1024,1024,car,797,639,815,670
00000673.jpg,1024,1024,other,512,651,566,709
00000673.jpg,1024,1024,other,607,615,655,675
00000673.jpg,1024,1024,other,774,625,818,690
00000673.jpg,1024,1024,other,927,613,960,691
00000673.jpg,1024,1024,car,949,375,989,393
00000673.jpg,1024,1024,car,291,166,331,182
00000791.jpg,1024,1024,car,439,320,457,361
00000791.jpg,1024,1024,car,650,135,681,172
00000791.jpg,1024,1024,car,788,73,832,104
00000658.jpg,1024,1024,car,927,445,970,461
00000432.jpg,1024,1024,tractor,65,19,98,38
00000432.jpg,1024,1024,other,56,102,97,128
00000432.jpg,1024,1024,other,46,159,86,212
00000212.jpg,1024,1024,pickup,81,884,125,901
00000212.jpg,1024,1024,truck,64,716,87,775
00000212.jpg,1024,1024,car,277,742,295,774
00000212.jpg,1024,1024,pickup,251,866,298,885
00000212.jpg,1024,1024,truck,377,775,440,801
00000342.jpg,1024,1024,car,276,536,312,558
00000342.jpg,1024,1024,pickup,501,507,544,529
00000342.jpg,1024,1024,car,590,559,631,583
00000342.jpg,1024,1024,car,874,588,916,605
00001128.jpg,1024,1024,car,233,63,275,82
00001128.jpg,1024,1024,pickup,273,104,322,123
00001128.jpg,1024,1024,pickup,275,133,328,152
00001151.jpg,1024,1024,car,585,328,623,345
00000708.jpg,1024,1024,car,970,866,1010,881
00000329.jpg,1024,1024,car,177,199,220,234
00000329.jpg,1024,1024,car,132,232,174,259
00000329.jpg,1024,1024,car,179,240,221,270
00000329.jpg,1024,1024,pickup,239,199,281,231
00000329.jpg,1024,1024,van,845,230,883,272
00000329.jpg,1024,1024,car,838,163,872,203
00000329.jpg,1024,1024,pickup,971,296,1008,339
00000329.jpg,1024,1024,car,143,494,178,528
00000329.jpg,1024,1024,pickup,280,685,319,725
00000329.jpg,1024,1024,car,403,844,435,880
00001024.jpg,1024,1024,car,791,468,827,507
00000935.jpg,1024,1024,tractor,469,858,494,898
00000935.jpg,1024,1024,tractor,469,910,494,949
00000735.jpg,1024,1024,truck,550,565,612,749
00000735.jpg,1024,1024,truck,589,577,641,744
00000735.jpg,1024,1024,car,570,625,594,666
00000735.jpg,1024,1024,car,570,664,585,706
00000735.jpg,1024,1024,car,562,701,580,742
00001199.jpg,1024,1024,pickup,313,157,338,203
00001199.jpg,1024,1024,pickup,390,346,433,384
00001193.jpg,1024,1024,tractor,385,57,434,97
00000712.jpg,1024,1024,car,502,746,523,781
00001056.jpg,1024,1024,pickup,206,719,228,770
00001056.jpg,1024,1024,pickup,315,884,366,920
00000973.jpg,1024,1024,pickup,980,20,1002,64
00000973.jpg,1024,1024,pickup,990,74,1014,119
00000973.jpg,1024,1024,car,1006,29,1023,67
00000973.jpg,1024,1024,car,974,717,1018,738
00000922.jpg,1024,1024,pickup,285,92,304,145
00000922.jpg,1024,1024,car,258,98,275,135
00000922.jpg,1024,1024,pickup,313,92,348,142
00000173.jpg,1024,1024,truck,814,206,880,245
00000173.jpg,1024,1024,other,722,112,781,139
00000173.jpg,1024,1024,pickup,853,95,885,146
00000173.jpg,1024,1024,camping car,943,857,1016,899
00000173.jpg,1024,1024,car,980,780,1001,812
00001178.jpg,1024,1024,pickup,123,21,145,70
00001178.jpg,1024,1024,pickup,48,122,103,143
00001249.jpg,1024,1024,tractor,941,456,972,473
00000765.jpg,1024,1024,car,909,212,928,255
00000765.jpg,1024,1024,car,275,1008,323,1024
00000765.jpg,1024,1024,car,950,218,967,260
00000765.jpg,1024,1024,car,473,438,507,469
00000765.jpg,1024,1024,car,434,460,475,494
00000765.jpg,1024,1024,pickup,535,449,574,488
00000765.jpg,1024,1024,car,593,260,632,295
00000765.jpg,1024,1024,car,998,866,1024,898
00000283.jpg,1024,1024,camping car,345,154,369,215
00000283.jpg,1024,1024,boat,139,512,190,540
00000283.jpg,1024,1024,camping car,125,460,192,481
00000283.jpg,1024,1024,camping car,563,460,608,485
00000480.jpg,1024,1024,other,717,388,780,441
00000684.jpg,1024,1024,pickup,145,50,164,96
00000684.jpg,1024,1024,pickup,117,116,137,168
00000340.jpg,1024,1024,car,66,637,107,666
00000340.jpg,1024,1024,pickup,151,738,201,768
00000340.jpg,1024,1024,car,359,768,395,791
00000340.jpg,1024,1024,car,429,763,467,788
00000340.jpg,1024,1024,car,619,950,657,977
00001257.jpg,1024,1024,pickup,313,852,361,870
00001257.jpg,1024,1024,pickup,278,884,330,904
00000633.jpg,1024,1024,pickup,185,635,210,684
00000633.jpg,1024,1024,car,354,572,396,589
00000633.jpg,1024,1024,car,194,225,232,255
